Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Library Name,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,lat lon,country,growth_conditions,sample_conditions,tissue,time,treatment,genotype,trait,soil_type,rainfall,soil_fertilized,tissue_ontology,time_ontology,treatment_ontology,trait_ontology,lat_decimal,lon_decimal
SRR35896411,RNA-Seq,300,6944264700,PRJNA1353852,SAMN52935711,GT28-ck-48h-1,2198607504,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945680,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-48h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896402,RNA-Seq,302,2083224690,PRJNA1353852,SAMN52935719,pre-m-ROC-m-leaf,1228300214,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945689,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,pre-m-ROC-m-leaf,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR28212579,RNA-Seq,300,5915402100,PRJNA1083323,SAMN40245165,ZZ93-R1,1867593421,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824868,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ93-R1,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-3d root treatment repeat1| Root| growth period,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212578,RNA-Seq,300,5962011900,PRJNA1083323,SAMN40245166,ZZ93-R2,1871056744,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824869,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ93-R2,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-3d root treatment repeat2| Root| growth period,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212604,RNA-Seq,300,17188977600,PRJNA1083323,SAMN40245134,ZZ1-5d-1,5766274310,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824843,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-5d-1,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ1-5d treatment repeat1| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212603,RNA-Seq,300,9762569400,PRJNA1083323,SAMN40245135,ZZ1-5d-2,3282260492,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824844,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-5d-2,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ1-5d treatment repeat2| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212602,RNA-Seq,300,6104089200,PRJNA1083323,SAMN40245144,ZZ90-B1,1920923874,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824845,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ90-B1,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-0d bud treatment repeat1| Bud| growth period,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212601,RNA-Seq,300,5804473800,PRJNA1083323,SAMN40245145,ZZ90-B2,1827495213,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824846,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ90-B2,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-0d bud treatment repeat2| Bud| growth period,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212600,RNA-Seq,300,6028132500,PRJNA1083323,SAMN40245146,ZZ90-B3,1905917181,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824847,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ90-B3,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-0d bud treatment repeat3| Bud| growth period,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212565,RNA-Seq,300,10022489700,PRJNA1083323,SAMN40245143,ZZ1-20CK-2,3316642958,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824882,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-20CK-2,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of control ZZ1-20d treatment repeat2| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212581,RNA-Seq,300,9764001900,PRJNA1083323,SAMN40245137,ZZ1-5dCK-1,3274556585,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824866,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-5dCK-1,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of control ZZ1-5d treatment repeat1| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212580,RNA-Seq,300,7093662900,PRJNA1083323,SAMN40245164,ZZ93-B3,2240001655,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824867,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ93-B3,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-3d bud treatment repeat3| Bud| growth stage,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212577,RNA-Seq,300,5885484000,PRJNA1083323,SAMN40245167,ZZ93-R3,1879126845,GUANGXI UNIVERSITY,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824870,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ93-R3,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-3d root treatment repeat3| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212576,RNA-Seq,300,6384108900,PRJNA1083323,SAMN40245168,ZZ94-B1,2021885120,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824871,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ94-B1,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-4d bud treatment repeat1| Bud| growth stage,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212575,RNA-Seq,300,5922193200,PRJNA1083323,SAMN40245169,ZZ94-B2,1864017952,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824872,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ94-B2,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-4d bud treatment repeat2| Bud| growth stage,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212574,RNA-Seq,300,7070940900,PRJNA1083323,SAMN40245170,ZZ94-B3,2211838637,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824873,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ94-B3,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-4d bud treatment repeat3| Bud| growth stage,Bud,Vegetative,,ZZ9,,,,,PO:0000055,PO:0007134,,,,
SRR28212573,RNA-Seq,300,6834326700,PRJNA1083323,SAMN40245171,ZZ94-R1,2145061212,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824874,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ94-R1,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-4d root treatment repeat1| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212572,RNA-Seq,300,6207313200,PRJNA1083323,SAMN40245172,ZZ94-R2,1957580327,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824875,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ94-R2,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-4d root treatment repeat2| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212571,RNA-Seq,300,6608804400,PRJNA1083323,SAMN40245173,ZZ94-R3,2102126502,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824876,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ94-R3,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-4d root treatment repeat3| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212570,RNA-Seq,300,13124875200,PRJNA1083323,SAMN40245138,ZZ1-5dCK-2,4413217213,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824877,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-5dCK-2,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of control ZZ1-5d treatment repeat2| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212569,RNA-Seq,300,11006157900,PRJNA1083323,SAMN40245139,ZZ1-20d-1,3451043708,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824878,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-20d-1,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ1-20d treatment repeat1| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212568,RNA-Seq,300,12171204600,PRJNA1083323,SAMN40245140,ZZ1-20d-2,4139521797,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824879,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-20d-2,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ1-20d treatment repeat2| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212567,RNA-Seq,300,9600989700,PRJNA1083323,SAMN40245141,ZZ1-20d-3,3199039245,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824880,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-20d-3,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ1-20d treatment repeat3| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212566,RNA-Seq,300,11467187400,PRJNA1083323,SAMN40245142,ZZ1-20CK-1,3845204483,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824881,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-20CK-1,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of control ZZ1-20d treatment repeat1| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212593,RNA-Seq,300,7236442500,PRJNA1083323,SAMN40245153,ZZ91-R1,2276480989,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824854,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ91-R1,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-1d root treatment repeat1| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212592,RNA-Seq,300,10035952800,PRJNA1083323,SAMN40245136,ZZ1-5d-3,3412320613,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824855,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ1-5d-3,SRP493143,2024-03-04,1.0,Plant,2022-05,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ1-5d treatment repeat3| Leaf| seedling stage,Leaf,Seedling,,ZZ1,,,,,PO:0025034,PO:0008037,,,,
SRR28212591,RNA-Seq,300,7186517100,PRJNA1083323,SAMN40245154,ZZ91-R2,2279835839,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824856,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ91-R2,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-1d root treatment repeat2| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212590,RNA-Seq,300,6823683300,PRJNA1083323,SAMN40245155,ZZ91-R3,2147185828,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824857,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ91-R3,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-1d root treatment repeat2| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212589,RNA-Seq,300,5885925000,PRJNA1083323,SAMN40245156,ZZ92-B1,1857955775,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824858,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ92-B1,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-1d root treatment repeat2| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
SRR28212588,RNA-Seq,300,6363314100,PRJNA1083323,SAMN40245157,ZZ92-B2,2004882205,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23824859,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum x Saccharum spontaneum,ILLUMINA,2024-03-04,ZZ92-B2,SRP493143,2024-03-04,1.0,Plant,2022-06,"[{""link"": ""https://www.mdpi.com/1422-0067/25/24/13470"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://www.nature.com/articles/s41467-024-47390-6"", ""doi"": ""10.1038/s41467-024-47390-6"", ""status"": ""success""}]",,40,,China:Nanning| China| Asia,,China,Greenhouse,RNA-seq of ZZ9-1d root treatment repeat2| Root| growth stage,Root,Vegetative,,ZZ9,,,,,PO:0009005,PO:0007134,,,,
