gene	R570_mean_TPM	lost_in_Saccharum_hybrid_cultivar	lost_in_Saccharum_officinarum	lost_in_Saccharum_spontaneum	lost_in_Tripidium_arundinaceum
SoffiXsponR570.05Dg149900.v2.1	1.26	no	no	no	yes
SoffiXsponR570.10Dg045800.v2.1	1.26	no	no	no	yes
SoffiXsponR570.02Bg010000.v2.1	1.26	no	no	no	yes
SoffiXsponR570.04Cg074600.v2.1	1.26	no	no	no	yes
SoffiXsponR570.09Ag130100.v2.1	1.259	no	no	no	yes
SoffiXsponR570.05Cg076800.v2.1	1.259	no	no	no	yes
SoffiXsponR570.1Z252600.v2.1	1.259	no	no	yes	yes
SoffiXsponR570.02Eg028900.v2.1	1.259	no	no	no	yes
SoffiXsponR570.02Fg132700.v2.1	1.259	no	no	no	yes
SoffiXsponR570.07Eg130100.v2.1	1.258	no	no	no	yes
SoffiXsponR570.03Bg175800.v2.1	1.258	no	no	no	yes
SoffiXsponR570.05Dg011200.v2.1	1.257	no	no	no	yes
SoffiXsponR570.8_5Ag049400.v2.1	1.257	no	no	no	yes
SoffiXsponR570.02Ag165600.v2.1	1.256	no	no	no	yes
SoffiXsponR570.10Dg184400.v2.1	1.256	no	no	no	yes
SoffiXsponR570.05Bg387900.v2.1	1.255	no	no	no	yes
SoffiXsponR570.07Ag060000.v2.1	1.255	no	no	no	yes
SoffiXsponR570.05Dg081700.v2.1	1.254	no	no	no	yes
SoffiXsponR570.04Fg122800.v2.1	1.254	no	no	no	yes
SoffiXsponR570.07Bg244100.v2.1	1.254	no	no	no	yes
SoffiXsponR570.02Ag046300.v2.1	1.254	no	no	no	yes
SoffiXsponR570.04Fg017100.v2.1	1.254	no	no	no	yes
SoffiXsponR570.01Eg376700.v2.1	1.252	no	no	no	yes
SoffiXsponR570.03Bg012800.v2.1	1.252	no	no	no	yes
SoffiXsponR570.01Ag200000.v2.1	1.251	no	no	no	yes
SoffiXsponR570.02Ag350500.v2.1	1.25	no	no	no	yes
SoffiXsponR570.05Ag330500.v2.1	1.25	no	no	no	yes
SoffiXsponR570.09Ag023000.v2.1	1.25	no	no	no	yes
SoffiXsponR570.03Fg138700.v2.1	1.25	no	no	no	yes
SoffiXsponR570.08Eg133400.v2.1	1.249	no	no	no	yes
SoffiXsponR570.8_5Ag043700.v2.1	1.249	no	no	no	yes
SoffiXsponR570.03Gg073100.v2.1	1.249	no	no	no	yes
SoffiXsponR570.02Eg294000.v2.1	1.248	no	no	no	yes
SoffiXsponR570.02Eg071300.v2.1	1.248	no	no	no	yes
SoffiXsponR570.09Bg157900.v2.1	1.248	no	no	no	yes
SoffiXsponR570.07Ag137700.v2.1	1.248	no	no	no	yes
SoffiXsponR570.02Cg240700.v2.1	1.248	no	no	no	yes
SoffiXsponR570.01Dg228300.v2.1	1.247	no	yes	no	no
SoffiXsponR570.01Fg063300.v2.1	1.247	no	no	no	yes
SoffiXsponR570.05Ag246100.v2.1	1.247	no	no	no	yes
SoffiXsponR570.04Dg176700.v2.1	1.246	no	no	no	yes
SoffiXsponR570.06Cg101200.v2.1	1.246	no	no	no	yes
SoffiXsponR570.06Gg009500.v2.1	1.246	no	no	no	yes
SoffiXsponR570.06Eg082700.v2.1	1.246	no	no	no	yes
SoffiXsponR570.02Gg321300.v2.1	1.245	no	no	no	yes
SoffiXsponR570.07Eg070600.v2.1	1.245	no	no	no	yes
SoffiXsponR570.08Ag192600.v2.1	1.245	no	no	no	yes
SoffiXsponR570.01Eg210800.v2.1	1.245	no	no	no	yes
SoffiXsponR570.05Ag265900.v2.1	1.245	no	no	no	yes
SoffiXsponR570.01Eg377800.v2.1	1.244	no	no	no	yes
SoffiXsponR570.06Ag219900.v2.1	1.244	no	no	no	yes
SoffiXsponR570.3os4g004200.v2.1	1.244	no	no	no	yes
SoffiXsponR570.1Z220400.v2.1	1.243	no	no	no	yes
SoffiXsponR570.05Ag228300.v2.1	1.243	no	no	no	yes
SoffiXsponR570.8_5Ag246500.v2.1	1.243	no	no	no	yes
SoffiXsponR570.05Gg092400.v2.1	1.242	no	no	no	yes
SoffiXsponR570.05Ag274000.v2.1	1.242	no	no	no	yes
SoffiXsponR570.6_9Ag217600.v2.1	1.242	no	no	no	yes
SoffiXsponR570.07Bg086300.v2.1	1.241	no	no	no	yes
SoffiXsponR570.06Fg056400.v2.1	1.241	no	no	no	yes
SoffiXsponR570.09Bg083400.v2.1	1.241	no	no	no	yes
SoffiXsponR570.01Ag423700.v2.1	1.24	no	no	no	yes
SoffiXsponR570.05Fg069700.v2.1	1.24	no	no	no	yes
SoffiXsponR570.08Cg189100.v2.1	1.24	no	no	no	yes
SoffiXsponR570.06Cg188600.v2.1	1.239	no	no	no	yes
SoffiXsponR570.01Eg226100.v2.1	1.239	no	no	no	yes
SoffiXsponR570.05Gg185600.v2.1	1.239	no	no	no	yes
SoffiXsponR570.01Eg127300.v2.1	1.239	no	no	no	yes
SoffiXsponR570.03Bg081200.v2.1	1.239	no	no	no	yes
SoffiXsponR570.02Eg315100.v2.1	1.239	no	yes	no	yes
SoffiXsponR570.05Bg253400.v2.1	1.239	no	no	no	yes
SoffiXsponR570.04Bg126100.v2.1	1.238	no	no	no	yes
SoffiXsponR570.09Cg087300.v2.1	1.237	no	no	no	yes
SoffiXsponR570.01Fg167500.v2.1	1.237	no	no	no	yes
SoffiXsponR570.05Gg102300.v2.1	1.237	no	no	no	yes
SoffiXsponR570.04Fg138100.v2.1	1.236	no	no	no	yes
SoffiXsponR570.08Cg148700.v2.1	1.236	no	no	no	yes
SoffiXsponR570.05Fg006100.v2.1	1.236	no	no	no	yes
SoffiXsponR570.05Eg037000.v2.1	1.235	no	no	no	yes
SoffiXsponR570.05Bg175600.v2.1	1.235	no	no	no	yes
SoffiXsponR570.05Cg275700.v2.1	1.234	no	no	no	yes
SoffiXsponR570.09Bg030700.v2.1	1.234	no	no	no	yes
SoffiXsponR570.03Fg114600.v2.1	1.234	no	no	no	yes
SoffiXsponR570.02Bg321700.v2.1	1.234	no	no	no	yes
SoffiXsponR570.07Bg063500.v2.1	1.233	no	no	no	yes
SoffiXsponR570.06Ag126900.v2.1	1.233	no	no	no	yes
SoffiXsponR570.07Dg068300.v2.1	1.233	no	no	no	yes
SoffiXsponR570.04Bg067200.v2.1	1.233	no	no	no	yes
SoffiXsponR570.8_5Ag035900.v2.1	1.233	no	no	no	yes
SoffiXsponR570.1Z185700.v2.1	1.233	no	no	no	yes
SoffiXsponR570.07Cg137200.v2.1	1.233	no	no	no	yes
SoffiXsponR570.02Bg169800.v2.1	1.232	no	no	no	yes
SoffiXsponR570.01Bg426200.v2.1	1.232	no	no	no	yes
SoffiXsponR570.5_9Ag153500.v2.1	1.232	no	no	no	yes
SoffiXsponR570.03Eg170500.v2.1	1.231	no	no	no	yes
SoffiXsponR570.09Eg053600.v2.1	1.23	no	no	no	yes
SoffiXsponR570.02Fg292300.v2.1	1.23	no	no	no	yes
SoffiXsponR570.1Z085000.v2.1	1.23	no	no	no	yes
SoffiXsponR570.07Cg119800.v2.1	1.23	no	no	no	yes
SoffiXsponR570.03Bg064200.v2.1	1.229	no	no	no	yes
SoffiXsponR570.07Eg172000.v2.1	1.229	no	no	no	yes
SoffiXsponR570.02Ag115000.v2.1	1.229	no	no	no	yes
SoffiXsponR570.03Cg125700.v2.1	1.229	no	no	no	yes
SoffiXsponR570.09Dg061500.v2.1	1.228	no	no	no	yes
SoffiXsponR570.03Eg159100.v2.1	1.228	no	no	no	yes
SoffiXsponR570.01Cg389200.v2.1	1.227	no	no	no	yes
SoffiXsponR570.02Cg253100.v2.1	1.227	no	no	no	yes
SoffiXsponR570.06Dg076500.v2.1	1.226	no	no	no	yes
SoffiXsponR570.05Eg306500.v2.1	1.226	no	no	no	yes
SoffiXsponR570.06Bg005400.v2.1	1.225	no	no	no	yes
SoffiXsponR570.03Gg147900.v2.1	1.225	no	no	no	yes
SoffiXsponR570.02Eg038100.v2.1	1.225	no	no	no	yes
SoffiXsponR570.09Bg074500.v2.1	1.224	no	no	no	yes
SoffiXsponR570.08Dg062500.v2.1	1.224	no	no	no	yes
SoffiXsponR570.07Dg181800.v2.1	1.224	no	no	no	yes
SoffiXsponR570.06Fg033400.v2.1	1.223	no	no	no	yes
SoffiXsponR570.07Cg234300.v2.1	1.223	no	no	no	yes
SoffiXsponR570.02Ag244500.v2.1	1.223	no	no	no	yes
SoffiXsponR570.03Cg324500.v2.1	1.222	no	no	no	yes
SoffiXsponR570.01Bg258700.v2.1	1.222	no	no	no	yes
SoffiXsponR570.08Bg108800.v2.1	1.222	no	no	no	yes
SoffiXsponR570.02Gg206200.v2.1	1.221	no	no	no	yes
SoffiXsponR570.03Bg254200.v2.1	1.221	no	no	no	yes
SoffiXsponR570.04Ag170400.v2.1	1.221	no	yes	no	yes
SoffiXsponR570.04Cg238300.v2.1	1.22	no	no	no	yes
SoffiXsponR570.01Dg213000.v2.1	1.22	no	no	no	yes
SoffiXsponR570.02Gg103800.v2.1	1.22	no	no	no	yes
SoffiXsponR570.03Cg024500.v2.1	1.219	no	no	no	yes
SoffiXsponR570.02Gg260400.v2.1	1.218	no	no	no	yes
SoffiXsponR570.10Cg002100.v2.1	1.218	no	no	no	yes
SoffiXsponR570.01Bg091600.v2.1	1.218	no	no	no	yes
SoffiXsponR570.03Ag049400.v2.1	1.218	no	no	no	yes
SoffiXsponR570.10Bg204500.v2.1	1.218	no	no	no	yes
SoffiXsponR570.08Dg071700.v2.1	1.218	no	no	no	yes
SoffiXsponR570.03Bg097100.v2.1	1.218	no	no	no	yes
SoffiXsponR570.03Ag017600.v2.1	1.217	no	no	no	yes
SoffiXsponR570.9us90g075900.v2.1	1.217	no	no	no	yes
SoffiXsponR570.05Dg031600.v2.1	1.217	no	no	no	yes
SoffiXsponR570.1Z267500.v2.1	1.216	no	no	no	yes
SoffiXsponR570.01Ag243600.v2.1	1.216	no	no	no	yes
SoffiXsponR570.7_10Ag196300.v2.1	1.216	no	no	no	yes
SoffiXsponR570.01Bg334700.v2.1	1.215	no	no	no	yes
SoffiXsponR570.07Ag104600.v2.1	1.214	no	no	no	yes
SoffiXsponR570.05Eg112000.v2.1	1.214	no	no	no	yes
SoffiXsponR570.02Fg358700.v2.1	1.214	no	no	no	yes
SoffiXsponR570.01Dg112300.v2.1	1.213	no	no	no	yes
SoffiXsponR570.09Ag005400.v2.1	1.213	no	no	no	yes
SoffiXsponR570.08Ag144600.v2.1	1.213	no	no	no	yes
SoffiXsponR570.9us90g029800.v2.1	1.213	no	no	no	yes
SoffiXsponR570.10Dg142800.v2.1	1.213	no	no	no	yes
SoffiXsponR570.10os1g038900.v2.1	1.212	no	no	no	yes
SoffiXsponR570.07Ag056500.v2.1	1.212	no	no	no	yes
SoffiXsponR570.08Bg101900.v2.1	1.212	no	no	no	yes
SoffiXsponR570.10os1g034700.v2.1	1.212	no	no	no	yes
SoffiXsponR570.07Dg221200.v2.1	1.212	no	no	no	yes
SoffiXsponR570.02Bg184200.v2.1	1.212	no	no	no	yes
SoffiXsponR570.07Ag224100.v2.1	1.211	no	no	no	yes
SoffiXsponR570.1os1g009600.v2.1	1.211	no	no	no	yes
SoffiXsponR570.01Dg296000.v2.1	1.211	no	no	no	yes
SoffiXsponR570.05Gg010500.v2.1	1.21	no	no	no	yes
SoffiXsponR570.07Eg132100.v2.1	1.21	no	no	no	yes
SoffiXsponR570.01Cg326300.v2.1	1.21	no	no	no	yes
SoffiXsponR570.05Bg066400.v2.1	1.21	no	no	no	yes
SoffiXsponR570.02Dg258800.v2.1	1.209	no	no	no	yes
SoffiXsponR570.03Cg190000.v2.1	1.209	no	no	no	yes
SoffiXsponR570.03Ag128700.v2.1	1.209	no	no	no	yes
SoffiXsponR570.02Fg047000.v2.1	1.209	no	no	no	yes
SoffiXsponR570.04Fg007000.v2.1	1.209	no	no	no	yes
SoffiXsponR570.7_10Ag379000.v2.1	1.208	no	yes	yes	no
SoffiXsponR570.10Cg038900.v2.1	1.208	no	no	no	yes
SoffiXsponR570.07Bg001800.v2.1	1.208	no	no	no	yes
SoffiXsponR570.02Cg175300.v2.1	1.208	no	no	no	yes
SoffiXsponR570.02Dg367100.v2.1	1.207	no	no	no	yes
SoffiXsponR570.07Cg024900.v2.1	1.207	no	no	no	yes
SoffiXsponR570.09Dg123700.v2.1	1.206	no	no	no	yes
SoffiXsponR570.7_10Ag111500.v2.1	1.206	no	no	no	yes
SoffiXsponR570.02Dg050400.v2.1	1.206	no	no	no	yes
SoffiXsponR570.05Fg065100.v2.1	1.206	no	no	no	yes
SoffiXsponR570.03Eg076700.v2.1	1.205	no	no	no	yes
SoffiXsponR570.04Cg125600.v2.1	1.205	no	no	no	yes
SoffiXsponR570.02Bg186600.v2.1	1.205	no	no	no	yes
SoffiXsponR570.3os1g007100.v2.1	1.205	no	no	no	yes
SoffiXsponR570.04Fg115700.v2.1	1.204	no	no	no	yes
SoffiXsponR570.05Cg376800.v2.1	1.204	no	no	no	yes
SoffiXsponR570.10Ag101900.v2.1	1.204	no	no	no	yes
SoffiXsponR570.01Fg100100.v2.1	1.203	no	no	no	yes
SoffiXsponR570.05Fg303200.v2.1	1.203	no	no	no	yes
SoffiXsponR570.08Ag128400.v2.1	1.203	no	no	no	yes
SoffiXsponR570.6_9Ag158100.v2.1	1.202	no	no	no	yes
SoffiXsponR570.01Bg228300.v2.1	1.202	no	no	no	yes
SoffiXsponR570.10Cg060900.v2.1	1.201	no	no	no	yes
SoffiXsponR570.02Fg315900.v2.1	1.2	no	no	no	yes
SoffiXsponR570.05Eg292200.v2.1	1.2	no	no	no	yes
SoffiXsponR570.03Ag267400.v2.1	1.2	no	no	no	yes
SoffiXsponR570.05Eg264600.v2.1	1.198	no	no	no	yes
SoffiXsponR570.01Eg080100.v2.1	1.198	no	no	no	yes
SoffiXsponR570.1Z149000.v2.1	1.198	no	no	no	yes
SoffiXsponR570.5_9Ag352700.v2.1	1.198	no	no	no	yes
SoffiXsponR570.09Eg091100.v2.1	1.198	no	no	no	yes
SoffiXsponR570.04Cg259700.v2.1	1.197	no	no	no	yes
SoffiXsponR570.7_10Ag079100.v2.1	1.197	no	no	no	yes
SoffiXsponR570.02Fg093800.v2.1	1.197	no	no	no	yes
SoffiXsponR570.05Fg015500.v2.1	1.196	no	no	no	yes
SoffiXsponR570.04Bg151300.v2.1	1.196	no	no	no	yes
SoffiXsponR570.6us88g031900.v2.1	1.196	no	yes	no	yes
SoffiXsponR570.7_10Ag341700.v2.1	1.196	no	no	no	yes
SoffiXsponR570.01Dg218000.v2.1	1.196	no	no	no	yes
SoffiXsponR570.02Cg348800.v2.1	1.196	no	no	no	yes
SoffiXsponR570.02Dg094200.v2.1	1.196	no	no	no	yes
SoffiXsponR570.7_10Ag135700.v2.1	1.195	no	no	no	yes
SoffiXsponR570.05Bg250500.v2.1	1.195	no	no	no	yes
SoffiXsponR570.03Ag056400.v2.1	1.195	no	no	no	yes
SoffiXsponR570.01Cg116500.v2.1	1.195	no	no	no	yes
SoffiXsponR570.9os1g072300.v2.1	1.194	no	no	no	yes
SoffiXsponR570.09Bg094700.v2.1	1.194	no	no	no	yes
SoffiXsponR570.10Dg136200.v2.1	1.194	no	no	no	yes
SoffiXsponR570.02Bg001400.v2.1	1.194	no	no	no	yes
SoffiXsponR570.10Dg135600.v2.1	1.193	no	no	no	yes
SoffiXsponR570.10Dg012900.v2.1	1.193	no	no	no	yes
SoffiXsponR570.03Cg335300.v2.1	1.193	no	no	no	yes
SoffiXsponR570.7_10Ag009800.v2.1	1.193	no	no	no	yes
SoffiXsponR570.6_9Ag327200.v2.1	1.192	no	no	no	yes
SoffiXsponR570.09Cg044400.v2.1	1.191	no	no	no	yes
SoffiXsponR570.05Eg216100.v2.1	1.19	no	no	no	yes
SoffiXsponR570.07Dg089700.v2.1	1.19	no	no	no	yes
SoffiXsponR570.5_9Ag485100.v2.1	1.19	no	no	no	yes
SoffiXsponR570.05Eg178000.v2.1	1.189	no	no	no	yes
SoffiXsponR570.09Bg028600.v2.1	1.189	no	no	no	yes
SoffiXsponR570.08Ag138500.v2.1	1.189	no	no	no	yes
SoffiXsponR570.04Dg008100.v2.1	1.189	no	no	no	yes
SoffiXsponR570.07Cg220600.v2.1	1.189	no	no	no	yes
SoffiXsponR570.07Bg130100.v2.1	1.189	no	no	no	yes
SoffiXsponR570.08Cg171000.v2.1	1.188	no	no	no	yes
SoffiXsponR570.05Bg219500.v2.1	1.188	no	no	no	yes
SoffiXsponR570.07Cg125000.v2.1	1.188	no	no	no	yes
SoffiXsponR570.01Eg342000.v2.1	1.188	no	no	no	yes
SoffiXsponR570.05Ag157500.v2.1	1.188	no	no	no	yes
SoffiXsponR570.01Bg502100.v2.1	1.188	no	no	no	yes
SoffiXsponR570.02Dg362500.v2.1	1.188	no	no	no	yes
SoffiXsponR570.06Fg019600.v2.1	1.187	no	no	no	yes
SoffiXsponR570.06Cg027800.v2.1	1.187	no	no	no	yes
SoffiXsponR570.01Cg190300.v2.1	1.187	no	no	no	yes
SoffiXsponR570.07Eg072800.v2.1	1.187	no	no	no	yes
SoffiXsponR570.09Ag033100.v2.1	1.187	no	no	no	yes
SoffiXsponR570.08Cg105700.v2.1	1.187	no	no	no	yes
SoffiXsponR570.09Ag161700.v2.1	1.187	no	no	no	yes
SoffiXsponR570.10Bg076600.v2.1	1.187	no	no	no	yes
SoffiXsponR570.06Gg092500.v2.1	1.187	no	no	no	yes
SoffiXsponR570.07Dg021100.v2.1	1.186	no	no	no	yes
SoffiXsponR570.3os2g004300.v2.1	1.186	no	no	no	yes
SoffiXsponR570.10Ag043100.v2.1	1.186	no	no	no	yes
SoffiXsponR570.10us89g005900.v2.1	1.185	no	no	no	yes
SoffiXsponR570.02Eg254800.v2.1	1.184	no	no	no	yes
SoffiXsponR570.02Ag197100.v2.1	1.184	no	no	no	yes
SoffiXsponR570.07Bg140500.v2.1	1.184	no	no	no	yes
SoffiXsponR570.03Cg247900.v2.1	1.184	no	no	no	yes
SoffiXsponR570.03Cg158500.v2.1	1.184	no	no	no	yes
SoffiXsponR570.09Eg022700.v2.1	1.184	no	no	no	yes
SoffiXsponR570.05Dg285400.v2.1	1.183	no	no	no	yes
SoffiXsponR570.01Ag147400.v2.1	1.183	no	no	no	yes
SoffiXsponR570.06Ag009900.v2.1	1.183	no	no	no	yes
SoffiXsponR570.02Bg023200.v2.1	1.182	no	no	no	yes
SoffiXsponR570.01Eg056700.v2.1	1.182	no	no	no	yes
SoffiXsponR570.01Dg357200.v2.1	1.182	no	no	no	yes
SoffiXsponR570.05Cg275400.v2.1	1.182	no	no	no	yes
SoffiXsponR570.01Fg193500.v2.1	1.181	no	no	no	yes
SoffiXsponR570.03Cg171200.v2.1	1.181	no	no	no	yes
SoffiXsponR570.01Eg383500.v2.1	1.18	no	no	no	yes
SoffiXsponR570.07Cg075300.v2.1	1.18	no	no	no	yes
SoffiXsponR570.10Eg054800.v2.1	1.179	no	no	no	yes
SoffiXsponR570.01Cg206100.v2.1	1.179	no	no	no	yes
SoffiXsponR570.05Dg337900.v2.1	1.179	no	no	no	yes
SoffiXsponR570.10Bg002800.v2.1	1.178	no	no	no	yes
SoffiXsponR570.06Ag222100.v2.1	1.178	no	no	no	yes
SoffiXsponR570.8_5Ag224900.v2.1	1.178	no	no	no	yes
SoffiXsponR570.9us90g058800.v2.1	1.177	no	no	no	yes
SoffiXsponR570.05Dg010900.v2.1	1.177	no	no	no	yes
SoffiXsponR570.05Bg304800.v2.1	1.177	no	no	no	yes
SoffiXsponR570.7os1g080500.v2.1	1.177	no	no	no	yes
SoffiXsponR570.5_9Ag296000.v2.1	1.176	no	no	no	yes
SoffiXsponR570.03Ag180500.v2.1	1.176	no	no	no	yes
SoffiXsponR570.07Cg235500.v2.1	1.176	no	no	no	yes
SoffiXsponR570.5_9Ag108500.v2.1	1.176	no	no	no	yes
SoffiXsponR570.02Fg348100.v2.1	1.176	no	no	no	yes
SoffiXsponR570.02Bg131800.v2.1	1.176	no	no	no	yes
SoffiXsponR570.09Eg057900.v2.1	1.175	no	no	no	yes
SoffiXsponR570.08Dg065800.v2.1	1.175	no	no	no	yes
SoffiXsponR570.1Z189500.v2.1	1.174	no	no	no	yes
SoffiXsponR570.01Cg391700.v2.1	1.174	no	no	no	yes
SoffiXsponR570.07Ag031200.v2.1	1.174	no	no	no	yes
SoffiXsponR570.03Dg231200.v2.1	1.173	no	no	no	yes
SoffiXsponR570.03Eg247600.v2.1	1.173	no	no	no	yes
SoffiXsponR570.06Ag042500.v2.1	1.173	no	no	no	yes
SoffiXsponR570.01Cg146300.v2.1	1.173	no	no	no	yes
SoffiXsponR570.03Ag024600.v2.1	1.172	no	no	no	yes
SoffiXsponR570.02Fg130100.v2.1	1.172	no	no	no	yes
SoffiXsponR570.07Dg026500.v2.1	1.172	no	no	no	yes
SoffiXsponR570.5_9Ag353400.v2.1	1.172	no	no	no	yes
SoffiXsponR570.01Ag471600.v2.1	1.172	no	no	no	yes
SoffiXsponR570.05Fg070000.v2.1	1.171	no	no	no	yes
SoffiXsponR570.05Cg054200.v2.1	1.171	no	no	no	yes
SoffiXsponR570.05Cg083600.v2.1	1.171	no	no	no	yes
SoffiXsponR570.5_9Ag461800.v2.1	1.171	no	no	no	yes
SoffiXsponR570.6_9Ag149200.v2.1	1.171	no	no	no	yes
SoffiXsponR570.02Cg207100.v2.1	1.17	no	no	no	yes
SoffiXsponR570.03Fg045100.v2.1	1.17	no	no	no	yes
SoffiXsponR570.04Dg006300.v2.1	1.17	no	no	no	yes
SoffiXsponR570.04Ag164100.v2.1	1.17	no	no	no	yes
SoffiXsponR570.05Bg275400.v2.1	1.169	no	no	no	yes
SoffiXsponR570.07Ag161300.v2.1	1.169	no	no	no	yes
SoffiXsponR570.08Ag163200.v2.1	1.168	no	no	no	yes
SoffiXsponR570.06Cg158100.v2.1	1.168	no	no	no	yes
SoffiXsponR570.03Bg090100.v2.1	1.168	no	no	no	yes
SoffiXsponR570.01Bg491200.v2.1	1.167	no	no	no	yes
SoffiXsponR570.06Cg164200.v2.1	1.167	no	no	no	yes
SoffiXsponR570.05Cg356800.v2.1	1.167	no	no	no	yes
SoffiXsponR570.10Bg179700.v2.1	1.167	no	no	no	yes
SoffiXsponR570.01Fg157200.v2.1	1.166	no	no	no	yes
SoffiXsponR570.1Z108100.v2.1	1.166	no	no	no	yes
SoffiXsponR570.04Bg064600.v2.1	1.166	no	no	no	yes
SoffiXsponR570.06Gg087100.v2.1	1.166	no	no	no	yes
SoffiXsponR570.10Dg102700.v2.1	1.166	no	no	no	yes
SoffiXsponR570.04Cg039700.v2.1	1.165	no	no	no	yes
SoffiXsponR570.10Bg111200.v2.1	1.165	no	no	no	yes
SoffiXsponR570.05Cg308000.v2.1	1.165	no	no	no	yes
SoffiXsponR570.05Bg076200.v2.1	1.164	no	no	no	yes
SoffiXsponR570.09Dg046100.v2.1	1.164	no	no	no	yes
SoffiXsponR570.03Dg307500.v2.1	1.164	no	no	no	yes
SoffiXsponR570.6_9Ag112600.v2.1	1.162	no	no	no	yes
SoffiXsponR570.1Z082700.v2.1	1.162	no	no	no	yes
SoffiXsponR570.6us88g073200.v2.1	1.161	no	no	no	yes
SoffiXsponR570.02Eg023700.v2.1	1.161	no	no	no	yes
SoffiXsponR570.01Ag343300.v2.1	1.16	no	no	no	yes
SoffiXsponR570.03Dg104900.v2.1	1.16	no	no	no	yes
SoffiXsponR570.05Eg230800.v2.1	1.16	no	no	no	yes
SoffiXsponR570.03Bg066800.v2.1	1.159	no	no	no	yes
SoffiXsponR570.01Fg137200.v2.1	1.159	no	no	no	yes
SoffiXsponR570.10Eg048000.v2.1	1.158	no	no	no	yes
SoffiXsponR570.05Dg019000.v2.1	1.158	no	no	no	yes
SoffiXsponR570.01Fg233200.v2.1	1.158	no	no	no	yes
SoffiXsponR570.04Ag241700.v2.1	1.157	no	no	no	yes
SoffiXsponR570.05Ag112500.v2.1	1.157	no	no	no	yes
SoffiXsponR570.01Ag247100.v2.1	1.157	no	no	no	yes
SoffiXsponR570.10os1g066600.v2.1	1.156	no	no	no	yes
SoffiXsponR570.03Cg251300.v2.1	1.156	no	no	no	yes
SoffiXsponR570.05Dg034900.v2.1	1.156	no	no	no	yes
SoffiXsponR570.05Bg248500.v2.1	1.156	no	no	no	yes
SoffiXsponR570.04Gg116300.v2.1	1.156	no	no	no	yes
SoffiXsponR570.10Cg032800.v2.1	1.156	no	no	no	yes
SoffiXsponR570.10Ag199900.v2.1	1.155	no	no	no	yes
SoffiXsponR570.05Eg358900.v2.1	1.155	no	no	no	yes
SoffiXsponR570.06Fg138400.v2.1	1.155	no	no	no	yes
SoffiXsponR570.1Z151300.v2.1	1.154	no	no	no	yes
SoffiXsponR570.03Gg089100.v2.1	1.154	no	no	no	yes
SoffiXsponR570.08Ag070200.v2.1	1.154	no	no	no	yes
SoffiXsponR570.02Dg312200.v2.1	1.154	no	no	no	yes
SoffiXsponR570.05Eg352800.v2.1	1.153	no	no	no	yes
SoffiXsponR570.09Ag166100.v2.1	1.153	no	no	no	yes
SoffiXsponR570.02Eg290900.v2.1	1.153	no	no	no	yes
SoffiXsponR570.02Eg029700.v2.1	1.152	no	no	no	yes
SoffiXsponR570.02Bg344700.v2.1	1.152	no	no	no	yes
SoffiXsponR570.09Ag154900.v2.1	1.152	no	no	no	yes
SoffiXsponR570.02Eg321100.v2.1	1.151	no	no	no	yes
SoffiXsponR570.08Ag081700.v2.1	1.151	no	no	no	yes
SoffiXsponR570.03Bg036700.v2.1	1.15	no	no	no	yes
SoffiXsponR570.01Dg370400.v2.1	1.15	no	no	no	yes
SoffiXsponR570.02Eg029300.v2.1	1.15	no	no	no	yes
SoffiXsponR570.07Dg159100.v2.1	1.15	no	no	no	yes
SoffiXsponR570.06Dg143100.v2.1	1.15	no	no	no	yes
SoffiXsponR570.05Gg009400.v2.1	1.15	no	no	no	yes
SoffiXsponR570.9us90g076200.v2.1	1.15	no	yes	no	yes
SoffiXsponR570.1Z251500.v2.1	1.149	no	no	no	yes
SoffiXsponR570.10Ag071400.v2.1	1.149	no	no	no	yes
SoffiXsponR570.02Ag105500.v2.1	1.149	no	no	no	yes
SoffiXsponR570.04Cg156800.v2.1	1.149	no	no	no	yes
SoffiXsponR570.10Bg207500.v2.1	1.148	no	no	no	yes
SoffiXsponR570.05Dg020300.v2.1	1.148	no	no	no	yes
SoffiXsponR570.02Gg269200.v2.1	1.147	no	no	no	yes
SoffiXsponR570.04Cg119400.v2.1	1.147	no	no	no	yes
SoffiXsponR570.02Gg273500.v2.1	1.146	no	no	no	yes
SoffiXsponR570.06Cg047400.v2.1	1.146	no	no	no	yes
SoffiXsponR570.01Cg334700.v2.1	1.146	no	no	no	yes
SoffiXsponR570.03Cg079300.v2.1	1.146	no	no	no	yes
SoffiXsponR570.08Eg058600.v2.1	1.145	no	no	no	yes
SoffiXsponR570.01Fg238000.v2.1	1.145	no	no	no	yes
SoffiXsponR570.06Cg004700.v2.1	1.145	no	no	no	yes
SoffiXsponR570.02Gg191000.v2.1	1.145	no	no	no	yes
SoffiXsponR570.04Ag159500.v2.1	1.143	no	no	no	yes
SoffiXsponR570.04Bg115400.v2.1	1.143	no	no	no	yes
SoffiXsponR570.5_9Ag144500.v2.1	1.142	no	no	no	yes
SoffiXsponR570.03Eg260600.v2.1	1.142	no	no	yes	yes
SoffiXsponR570.10Eg027900.v2.1	1.141	no	no	no	yes
SoffiXsponR570.8_10Ag213500.v2.1	1.14	no	no	no	yes
SoffiXsponR570.02Eg033600.v2.1	1.14	no	no	no	yes
SoffiXsponR570.06Ag080100.v2.1	1.14	no	no	no	yes
SoffiXsponR570.01Ag188400.v2.1	1.14	no	no	no	yes
