run	bioproject	genotype_clean	organism_sra	species_group	divergence_tier	tissue	instrument	lib_type	qc_flags	qc_pass	percent_mapped	num_mapped	genes_detected_gt0	genes_detected_ge1	tx_detected_gt0	pct_decoy	reads_raw	fastqc_raw_avg_read_length
SRR22796760	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.06221034358514	35562581	123002	64209	158328	9.8021	87748666	150.0
SRR22796758	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	61.90872691147137	27712222	114609	52724	143722	24.4436	89527900	150.0
SRR22796752	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	82.48027065142583	33568760	125033	67387	161225	8.0298	81405078	150.0
SRR22796753	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.92368951132568	35503724	124405	69733	160858	8.4294	86682830	150.0
SRR22796755	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.98034091244092	31312606	119604	64011	152746	8.777	76397224	150.0
SRR22796754	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	82.3923917124273	35866279	123740	68685	159760	7.9652	87069618	150.0
SRR22796756	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.54516986661213	30512769	118947	63990	152157	8.8904	74838996	150.0
SRR22796765	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.1944839750001	37242428	131443	72015	172694	9.1154	91744574	150.0
SRR22796764	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	71.13376817531322	26249229	117768	59576	149010	16.8055	73804516	150.0
SRR22796763	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.98653618395257	28970068	114510	59718	145648	8.7119	70676110	150.0
SRR22796766	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	74.70202597025532	27355170	129324	74213	168010	12.6453	73244776	150.0
SRR22796768	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.30360189981575	28154830	126652	71924	163888	9.6698	69264258	150.0
SRR22796769	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	80.96478324849727	30893351	125509	70308	162980	9.5716	76319562	150.0
SRR22796771	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU	low_mapping_rate(<30%)	FLAG	27.04241725486009	10181823	107931	39624	128142	45.0991	75305088	150.0
SRR22796770	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	43.584450635631896	15063514	112813	55743	137421	24.3657	69128388	150.0
SRR22796757	PRJNA912140	S-115	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	73.95514650828511	25427345	119746	61794	151592	14.1829	68766198	150.0
SRR27946060	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	59.26701924612466	12291591	109405	52827	125160	16.0524	42419252	100.0
SRR27946040	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	67.24702544964484	10726222	76931	37065	82851	12.4685	33047972	100.0
SRR27946062	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	IU		PASS	53.801850961701206	10330983	112959	45447	128892	19.2856	39344662	100.0
SRR27946063	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	66.25135529370661	10156136	107389	58112	120952	12.1294	30703882	100.0
SRR27946064	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	75.81319828189321	11837773	109177	66735	124160	7.6382	32053814	100.0
SRR27946042	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	72.6037381667576	14927929	79362	40319	86069	10.6879	42166166	100.0
SRR27946047	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	44.23573215930318	7671550	23726	16335	24451	20.9027	34917290	100.0
SRR27946059	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	70.71791632743431	9708367	92516	53778	102165	10.2407	27520094	100.0
SRR27946052	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	60.028759886298	8616958	50463	30058	52463	12.6432	28798752	100.0
SRR27946053	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	71.2798431997064	13075099	62360	37035	65651	9.3964	36854054	100.0
SRR27946054	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	70.10032259212142	12157466	50304	31040	52471	9.7946	34923348	100.0
SRR27946055	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	66.93738764680663	14188044	67541	41519	71331	11.1625	42575646	100.0
SRR27946056	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	71.94982794712817	13252682	106634	60530	121447	8.925	37012390	100.0
SRR27946057	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	70.85874195573754	15543777	102786	57966	116919	10.3373	43950698	100.0
SRR27946065	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	62.347533056470574	12323157	114101	58207	131104	13.8176	40600434	100.0
SRR27946041	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	71.54200099180771	11226770	71210	33085	75980	10.8071	32849278	100.0
SRR27946048	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	43.427610196095166	6328429	31836	19166	32879	21.5035	30585424	100.0
SRR27946046	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	67.52499856912726	16434432	93834	44650	104243	12.1316	48736942	100.0
SRR27946045	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	72.72565876144095	15902162	67415	40146	72109	10.0968	45393748	100.0
SRR27946044	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	69.40749915713354	13974281	85442	39898	93365	11.4894	40392702	100.0
SRR27946050	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	57.870196335352816	11294918	34376	23033	35743	16.4371	40687616	100.0
SRR27946051	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	65.95703897709649	15002689	49226	31230	51421	11.5994	47570024	100.0
SRR27946043	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	58.70590903501277	12111457	82726	33778	89753	17.798	42073418	100.0
SRR27946067	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	63.00456670220622	16285542	52105	32645	54679	13.9751	51863674	100.0
SRR27946066	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	58.217893001567475	8621206	62926	31695	66138	14.3615	29732234	100.0
SRR27946049	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	52.10809331117231	8208058	21674	15997	22335	18.6662	31705278	100.0
SRR27946061	PRJNA1075467	Vertix2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	73.12610942116137	13225594	111971	66708	128263	8.4824	37113956	100.0
SRR27946058	PRJNA1075467	CTC4	Saccharum officinarum	Saccharum officinarum	2	Axillary Bud	Illumina NovaSeq 6000	ISR		PASS	60.73576473095399	12192245	114310	57517	130798	15.077	40309954	100.0
SRR29673374	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.8844351826705	10581398	108257	72694	129763	9.6101	26848958	125.0
SRR29673375	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	81.87323599284882	10996450	107771	67898	127063	7.5627	26880650	125.0
SRR29673376	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	81.24951505276226	11225381	108589	69440	128766	7.8096	27648498	125.0
SRR29673377	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	82.2538309098035	11899818	106999	67250	126996	7.5026	28968874	125.0
SRR29673378	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.24012010609428	11062761	109355	71180	130213	8.1676	28304010	125.0
SRR29673355	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	80.5644023133146	11988916	110885	70715	132488	8.0814	29784698	125.0
SRR29673357	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	77.61412475946307	10879636	108583	70788	129589	9.9175	28053366	125.0
SRR29673358	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	73.67202932110347	9326347	108712	73058	128451	10.2781	25342710	125.0
SRR29673359	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	76.23677749027303	9897801	108478	71956	128184	10.1941	25987964	125.0
SRR29673360	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.53960332301652	10309223	108365	72578	128980	9.645	26273608	125.0
SRR29673361	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	82.20475013890615	10470433	106493	65527	124374	7.0354	25503906	125.0
SRR29673363	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	80.20065488147381	11678594	111620	73222	133625	9.1839	29171920	125.0
SRR29673364	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	77.10116533373875	11983912	112712	73042	135533	10.3589	31111798	125.0
SRR29673362	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	76.60641664182106	9727803	105223	71620	125997	10.8714	25412736	125.0
SRR29673373	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	77.93974737612182	10905165	110258	72957	131446	9.5677	27997390	125.0
SRR29673356	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.65021819298723	12467830	109834	68953	130977	8.1904	31725228	125.0
SRR29673371	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	76.29950196559683	10392408	108270	70421	128537	11.1255	27259544	125.0
SRR29673372	PRJNA1127307	NCo310 Transgenic 2	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	77.62415337332915	11863762	112185	73473	134612	9.6519	30587322	125.0
SRR29673366	PRJNA1127307	NCo310 Transgenic 1	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	80.6880171130651	10459745	106664	68778	125914	7.8321	25946214	125.0
SRR29673367	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.86056316716441	10689282	108360	69883	129125	9.1197	27133324	125.0
SRR29673368	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.94789876160497	12339930	109906	70811	132744	9.034	31282560	125.0
SRR29673370	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	80.04473019905856	7597147	98719	67898	116871	8.9886	19000890	125.0
SRR29673365	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	76.30757896574632	9746603	102039	62900	121034	11.2473	25574564	125.0
SRR29673369	PRJNA1127307	Saccharum sp. hybrid cultivar NCo310 - Wild type	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina MiSeq	ISR		PASS	78.86444338957006	13417274	113134	72467	136758	8.9937	34048662	125.0
SRR30346586	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	86.05864549529201	23225410	119018	69082	147391	6.8687	53997560	150.0
SRR30346596	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	82.808064720578	24994301	120891	74787	150693	8.827	60376682	150.0
SRR30346589	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	86.80314037976935	25539371	116410	65897	144584	6.3902	58860660	150.0
SRR30346588	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	86.33378590536948	24339391	119457	67180	148998	6.8538	56403008	150.0
SRR30346609	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	86.2331565675872	22659941	100698	54661	120738	6.2411	52575154	150.0
SRR30346597	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	86.72460461669809	24056127	98074	50537	117164	6.0845	55493260	150.0
SRR30346598	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	82.25824072839376	22053167	118926	74102	147943	9.4941	53628820	150.0
SRR30346599	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	80.29074039942911	21746792	118289	74860	147244	10.2945	54180278	150.0
SRR30346600	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	75.98401987632398	22119262	79196	51039	90562	8.8948	58239854	150.0
SRR30346601	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	81.03972698457706	22007128	99384	60084	118851	9.3799	54323410	150.0
SRR30346602	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	81.27343721633567	26009982	108379	57715	131976	9.3684	64028116	150.0
SRR30346603	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	85.69553933314083	24513329	105208	62153	125640	6.8674	57221232	150.0
SRR30346604	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	85.28284233171041	23915679	104951	61527	126148	7.3963	56097798	150.0
SRR30346593	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	82.6451541346056	21646051	120821	73915	149445	8.9448	52397994	150.0
SRR30346592	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	84.1678125280956	22852072	102209	57680	123469	6.5224	54316462	150.0
SRR30346590	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	83.2058948618802	25609102	103104	57404	125024	7.1374	61578756	150.0
SRR30346591	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	84.38915176184965	24658392	101619	56835	123034	6.6036	58460796	150.0
SRR30346587	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	86.57889451447153	24920340	119750	68281	149341	6.6053	57591868	150.0
SRR30346595	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	80.41226760290873	23677237	123026	77838	153740	10.0096	58900094	150.0
SRR30346594	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	81.2092948874364	22231993	121381	76288	151384	9.6659	54761578	150.0
SRR30346608	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	87.52738460389267	23435129	99097	49641	117579	6.1159	53567296	150.0
SRR30346607	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.44328734450902	23939038	116845	67412	145616	7.2822	56059594	150.0
SRR30346606	PRJNA1135804	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	86.71683067914914	25024978	101890	65794	120648	6.6037	57786324	150.0
SRR30346605	PRJNA1135804	SES-208	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina NovaSeq 6000	IU		PASS	86.45501031196945	25700991	102219	57599	122604	6.8409	59466420	150.0
SRR34710418	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	86.37857344661182	22285177	126059	71224	154207	7.3432	51654720	150.0
SRR34710438	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	86.63216181203815	23263363	126672	70770	155060	7.2493	53759552	150.0
SRR34710439	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	86.40203068048228	21651986	126012	71142	153909	7.3547	50173110	150.0
SRR34710419	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	85.93958358372107	24025820	127183	70643	155777	7.702	56009426	150.0
SRR34710420	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	86.09335551296226	25090927	127677	70428	156508	7.6404	58389302	150.0
SRR34710421	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	86.1069763072453	25334677	127900	70429	157219	7.6806	58946508	150.0
SRR34710431	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	78.9131457209385	22746936	126382	70826	155435	8.6019	57760634	150.0
SRR34710430	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	79.07977477948144	23045511	126416	70427	155311	8.5684	58407962	150.0
SRR34710428	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	79.48711847922773	22282891	126305	71021	155228	8.521	56178076	150.0
SRR34710427	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	83.04131307832566	24777392	128347	71495	158164	8.4902	59790488	150.0
SRR34710426	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	83.41846546324496	23961754	127768	71550	157284	8.3474	57567080	150.0
SRR34710425	PRJNA1293820	GL05-136	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina NovaSeq 6000	IU		PASS	83.11029963793233	23575041	128083	71667	157492	8.4305	56844028	150.0
SRR10810317	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	84.8214692397804	19069142	125999	73531	157414	8.4754	45039128	150.0
SRR10810321	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	83.9497063196131	22212712	125168	71025	157035	9.4561	53008506	150.0
SRR10810320	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	84.43416453922733	15357997	121832	71105	150341	8.634	36446110	150.0
SRR10810322	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	83.68400411224735	17503394	122385	71793	152236	9.4223	41917222	150.0
SRR10810324	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.09317562140978	17685381	124408	73802	154395	8.4446	41635128	150.0
SRR10810325	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	83.44328114488847	35377392	131835	72141	168447	9.3695	84973484	150.0
SRR10810328	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.96106834138659	20705556	126931	72264	158664	7.8369	48239170	150.0
SRR9717305	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	84.09241841957447	16884212	121271	69291	150563	8.7861	40227444	150.0
SRR9717306	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.24729442496559	18418088	123776	69137	153911	8.3271	43265768	150.0
SRR9717310	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	86.10536869991087	16395802	124336	74395	154722	7.691	38153044	150.0
SRR9717309	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.99933268196077	14382236	123832	74896	152564	7.8068	33533702	150.0
SRR9717308	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	84.06935208444035	25620853	131246	75101	166423	8.6639	60984882	150.0
SRR9717307	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	84.59330681828587	15519752	119881	70468	148483	8.6061	36754644	150.0
SRR10810327	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.60824109657398	16579445	124145	73599	153826	8.0268	38787888	150.0
SRR10810326	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	84.07485091011134	16586031	121937	70465	151228	9.1811	39514296	150.0
SRR10810323	PRJNA555450	B22	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.25504886751715	16737758	124835	75463	154706	8.4285	39341042	150.0
SRR10810319	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	83.34776239792392	17195321	122197	68555	151494	9.3829	41333480	150.0
SRR10810318	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.12988494746374	16179797	124227	74469	154166	8.2994	38090510	150.0
SRR9717311	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	85.18974853591038	16216482	124235	73108	153619	8.1186	38152190	150.0
SRR9717304	PRJNA555450	B42	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina NovaSeq 6000	IU		PASS	83.74220955227699	15108473	122939	72927	152008	9.201	36126940	150.0
