run	experiment	bioproject	biosample	organism	instrument	qc_pass	qc_flags	status	layout	cutadapt_reads_processed	cutadapt_reads_with_adapters	cutadapt_bp_processed	cutadapt_bp_quality_trimmed	cutadapt_bp_written	cutadapt_pct_reads_with_adapters	cutadapt_pct_bp_removed	cutadapt_version	detected_layout	n_fastq_files	fastqc_raw_per_base_sequence_quality	fastqc_raw_per_sequence_quality_scores	fastqc_raw_per_base_sequence_content	fastqc_raw_per_sequence_gc_content	fastqc_raw_per_base_n_content	fastqc_raw_sequence_duplication_levels	fastqc_raw_overrepresented_sequences	fastqc_raw_adapter_content	fastqc_raw_n_fail	fastqc_raw_poor_quality_reads	reads_raw	fastqc_raw_percent_gc	fastqc_raw_avg_read_length	fastqc_raw_percent_duplicates	read_length_raw	fastqc_trimmed_per_base_sequence_quality	fastqc_trimmed_per_sequence_quality_scores	fastqc_trimmed_per_base_sequence_content	fastqc_trimmed_per_sequence_gc_content	fastqc_trimmed_per_base_n_content	fastqc_trimmed_sequence_duplication_levels	fastqc_trimmed_overrepresented_sequences	fastqc_trimmed_adapter_content	fastqc_trimmed_n_fail	fastqc_trimmed_poor_quality_reads	reads_trimmed	fastqc_trimmed_percent_gc	fastqc_trimmed_avg_read_length	fastqc_trimmed_percent_duplicates	reads_retained_pct	salmon_version	salmon_library_types	frag_length_mean	frag_length_sd	num_processed	num_mapped	percent_mapped	num_decoy_fragments	num_dovetail_fragments	num_valid_targets	quant_errors	pct_decoy	salmon_expected_format	compatible_fragment_ratio	strand_mapping_bias	num_compatible_fragments	num_assigned_fragments	num_concordant_mappings	num_inconsistent_or_orphan	lib_ISF	lib_ISR	lib_IU	lib_MSF	lib_MSR	lib_MU	lib_OSF	lib_OSR	lib_OU	lib_SF	lib_SR	lib_U	genes_total	genes_detected_gt0	genes_frac_gt0	genes_detected_ge0p5	genes_frac_ge0p5	genes_detected_ge1	genes_frac_ge1	tx_total	tx_detected_gt0	tx_frac_gt0	tx_detected_ge0p5	tx_frac_ge0p5	tx_detected_ge1	tx_frac_ge1	pipeline_version	nextflow_version	fq_lint_raw_pass	fq_lint_trimmed_pass	sra_library_layout	sra_library_selection	sra_library_source	tissue_ontology
ERR4677089	ERX4598713	PRJEB40481	SAMEA7392294	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	22881016.0	7791134.0	2310982616.0	12559429.0	2273013976.0	34.0506	1.643	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22881016	51.5	101.0	37.0616	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22752508	51.5	99.4712	37.1563	99.4384	1.10.3	ISR	163.64126462808935	56.16999582379071	11376254	9668272	84.98642874886583	674582	51414	294803		5.9297	ISR	1.0	0.0	9668272	9668272	9165157	558352	0	9165157	0	0	0	0	0	0	0	235518	322834	0	190973	100352	0.525477	79124	0.41432	66527	0.348358	294803	116303	0.394511	90275	0.306221	74450	0.252542	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677090	ERX4598714	PRJEB40481	SAMEA7392295	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	22784660.0	7775014.0	2301250660.0	11476656.0	2264501655.0	34.1239	1.5969	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22784660	51.5	101.0	37.7662	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22676042	51.5	99.4745	37.8464	99.5233	1.10.3	ISR	163.71905388352133	56.25098353250019	11338021	9634470	84.97488230088831	673453	51664	294803		5.9398	ISR	1.0	0.0	9634470	9634470	9141933	548785	0	9141933	0	0	0	0	0	0	0	233647	315138	0	190973	100363	0.525535	78959	0.413456	66386	0.34762	294803	116348	0.394664	90182	0.305906	74443	0.252518	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677091	ERX4598715	PRJEB40481	SAMEA7392296	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	22720008.0	7722883.0	2294720808.0	12364533.0	2257211626.0	33.9916	1.6346	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22720008	51.5	101.0	37.4025	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22599800	51.5	99.4654	37.5051	99.4709	1.10.3	ISR	163.78949618505524	56.20678834687379	11299900	9603058	84.98356622624979	671234	51412	294803		5.9402	ISR	1.0	0.0	9603058	9603058	9105190	553278	0	9105190	0	0	0	0	0	0	0	233421	319857	0	190973	100112	0.524221	79045	0.413907	66468	0.348049	294803	116073	0.393731	90214	0.306015	74357	0.252226	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677092	ERX4598716	PRJEB40481	SAMEA7392297	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	25266968.0	8865085.0	2551963768.0	8468845.0	2513914852.0	35.0857	1.491	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	25266968	51.0	101.0	38.721	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	25211646	51.0	99.4353	38.766	99.7811	1.10.3	ISR	163.27809935331013	57.8072996381033	12605823	10759293	85.35176957506067	670845	40984	294803		5.3217	ISR	1.0	0.0	10759293	10759293	10179441	658271	0	10179441	0	0	0	0	0	0	0	301913	356358	0	190973	98214	0.514282	77883	0.407822	66034	0.345777	294803	115116	0.390484	89812	0.304651	74564	0.252928	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677093	ERX4598717	PRJEB40481	SAMEA7392298	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	25148554.0	8827088.0	2540003954.0	8128147.0	2502425844.0	35.0998	1.4795	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	25148554	51.0	101.0	38.8825	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	25098128	51.0	99.4371	38.9306	99.7995	1.10.3	ISR	163.30055666347903	57.73143787760324	12549064	10710490	85.34891526571225	669030	40549	294803		5.3313	ISR	1.0	0.0	10710490	10710490	10135000	655239	0	10135000	0	0	0	0	0	0	0	297531	357708	0	190973	98282	0.514638	78057	0.408733	66050	0.34586	294803	115004	0.390105	89790	0.304576	74534	0.252826	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677094	ERX4598718	PRJEB40481	SAMEA7392299	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	25086764.0	8774454.0	2533763164.0	8837430.0	2495654153.0	34.9764	1.504	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	25086764	51.0	101.0	38.8878	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	25029908	51.0	99.4278	38.9338	99.7734	1.10.3	ISR	163.30423083879103	57.85934341462869	12514954	10680607	85.34275875085117	668185	40334	294803		5.3391	ISR	1.0	0.0	10680607	10680607	10100811	658742	0	10100811	0	0	0	0	0	0	0	298475	360267	0	190973	98280	0.514628	77867	0.407738	65976	0.345473	294803	115005	0.390108	89542	0.303735	74307	0.252056	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677095	ERX4598719	PRJEB40481	SAMEA7392300	Saccharum hybrid cultivar SP80-3280	Illumina HiSeq 2500	PASS		ok	direct	23071698.0	8169609.0	2330241498.0	10376882.0	2290508573.0	35.4097	1.7051	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	23071698	51.0	101.0	35.4793	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22976804	51.0	99.333	35.5396	99.5887	1.10.3	ISR	162.6735613358001	58.40125444403694	11488402	9866224	85.87986388359322	669083	45340	294803		5.824	ISR	1.0	0.0	9866224	9866224	9345905	611509	0	9345905	0	0	0	0	0	0	0	265720	345789	0	190973	107652	0.563703	89171	0.46693	76680	0.401523	294803	127907	0.433873	104485	0.354423	87711	0.297524	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677096	ERX4598720	PRJEB40481	SAMEA7392301	Saccharum hybrid cultivar SP80-3280	Illumina HiSeq 2500	PASS		ok	direct	22971016.0	8139102.0	2320072616.0	9660124.0	2281172787.0	35.4321	1.6767	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22971016	51.0	101.0	35.9235	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22887974	51.0	99.3371	35.9616	99.6385	1.10.3	ISR	162.88832342525384	58.50334324489272	11443987	9827323	85.87324504999874	667743	45306	294803		5.8349	ISR	1.0	0.0	9827323	9827323	9311430	609342	0	9311430	0	0	0	0	0	0	0	265232	344110	0	190973	107655	0.563718	89069	0.466396	76613	0.401172	294803	127813	0.433554	104205	0.353473	87691	0.297456	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677097	ERX4598721	PRJEB40481	SAMEA7392302	Saccharum hybrid cultivar SP80-3280	Illumina HiSeq 2500	PASS		ok	direct	22899180.0	8089604.0	2312817180.0	10447214.0	2273356998.0	35.327	1.7062	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22899180	51.0	101.0	35.6448	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22807506	51.0	99.3282	35.7036	99.5997	1.10.3	ISR	163.0520207974872	58.66182989514281	11403753	9792304	85.86913448581357	666655	44414	294803		5.8459	ISR	1.0	0.0	9792304	9792304	9273891	609354	0	9273891	0	0	0	0	0	0	0	263918	345436	0	190973	107620	0.563535	89234	0.46726	76604	0.401125	294803	127743	0.433316	104439	0.354267	87624	0.297229	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677098	ERX4598722	PRJEB40481	SAMEA7392303	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	22421740.0	7676914.0	2264595740.0	10625165.0	2227589250.0	34.2387	1.6341	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22421740	52.0	101.0	35.9193	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22330046	52.0	99.4077	35.9694	99.591	1.10.3	ISR	163.88107166452227	57.65213990833725	11165023	9777300	87.57080034676149	626920	40635	294803		5.615	ISR	1.0	0.0	9777300	9777300	9419384	425721	0	9419384	0	0	0	0	0	0	0	177638	248083	0	190973	118336	0.619648	98996	0.518377	85223	0.446257	294803	140456	0.47644	115955	0.39333	97472	0.330634	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677099	ERX4598723	PRJEB40481	SAMEA7392304	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	22324780.0	7658634.0	2254802780.0	10123567.0	2218405828.0	34.3055	1.6142	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22324780	52.0	101.0	36.0469	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22242322	52.0	99.4087	36.0919	99.6306	1.10.3	ISR	163.968087487252	57.85196475725024	11121161	9740595	87.58613421746165	624756	40787	294803		5.6177	ISR	1.0	0.0	9740595	9740595	9387593	422027	0	9387593	0	0	0	0	0	0	0	176654	245373	0	190973	118396	0.619962	99074	0.518785	85347	0.446906	294803	140537	0.476715	116116	0.393877	97619	0.331133	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677100	ERX4598724	PRJEB40481	SAMEA7392305	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	22265974.0	7604855.0	2248863374.0	10882583.0	2211869558.0	34.1546	1.645	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22265974	52.0	101.0	36.0611	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	22174868	52.0	99.3992	36.1048	99.5908	1.10.3	ISR	164.093966664841	57.74451091182789	11087434	9715148	87.62305146528945	619999	39850	294803		5.5919	ISR	1.0	0.0	9715148	9715148	9356451	426618	0	9356451	0	0	0	0	0	0	0	175973	250645	0	190973	118091	0.618365	99046	0.518639	85259	0.446445	294803	140203	0.475582	116016	0.393537	97409	0.330421	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677101	ERX4598725	PRJEB40481	SAMEA7392306	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	20234678.0	6805076.0	2043702478.0	7954946.0	2014532458.0	33.6308	1.4273	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	20234678	51.5	101.0	35.9387	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	20172918	52.0	99.5648	35.9732	99.6948	1.10.3	ISR	168.53148521756825	60.192306040361665	10086459	8669780	85.95464473706778	636663	40843	294803		6.3121	ISR	1.0	0.0	8669780	8669780	8274514	476011	0	8274514	0	0	0	0	0	0	0	211480	264531	0	190973	117888	0.617302	98402	0.515267	84408	0.441989	294803	139235	0.472298	114673	0.388982	96024	0.325723	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677102	ERX4598726	PRJEB40481	SAMEA7392307	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	20165976.0	6788680.0	2036763576.0	7578680.0	2008042067.0	33.664	1.4102	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	20165976	52.0	101.0	36.0183	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	20109990	52.0	99.5686	36.026	99.7224	1.10.3	ISR	168.59242740056206	60.287765275649356	10054995	8645122	85.97838188880253	633824	40685	294803		6.3036	ISR	1.0	0.0	8645122	8645122	8252460	474815	0	8252460	0	0	0	0	0	0	0	210363	264452	0	190973	117783	0.616752	98397	0.51524	84383	0.441858	294803	139073	0.471749	114710	0.389107	95834	0.325078	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677103	ERX4598727	PRJEB40481	SAMEA7392308	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	20110336.0	6742115.0	2031143936.0	8216483.0	2001963692.0	33.5256	1.4366	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	20110336	52.0	101.0	36.0613	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	20048816	52.0	99.557	36.0795	99.6941	1.10.3	ISR	168.47538906474048	60.304475241696856	10024408	8616112	85.95132999375124	632805	40022	294803		6.3126	ISR	1.0	0.0	8616112	8616112	8221933	474877	0	8221933	0	0	0	0	0	0	0	208386	266491	0	190973	117767	0.616668	98316	0.514816	84325	0.441555	294803	138978	0.471427	114580	0.388666	95743	0.324769	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677104	ERX4598728	PRJEB40481	SAMEA7392309	Saccharum hybrid cultivar F36-819	Illumina HiSeq 2500	PASS		ok	direct	27247810.0	9196164.0	2752028810.0	10601430.0	2711270250.0	33.7501	1.481	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	27247810	52.5	101.0	40.0465	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	27178394	53.0	99.4665	40.1067	99.7452	1.10.3	ISR	166.89180001728025	60.35903550791016	13589197	11815037	86.94433526866966	788973	56022	294803		5.8059	ISR	1.0	0.0	11815037	11815037	11359283	529767	0	11359283	0	0	0	0	0	0	0	230791	298976	0	190973	116120	0.608044	91099	0.477026	76355	0.399821	294803	137497	0.466403	106195	0.360224	87028	0.295207	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677105	ERX4598729	PRJEB40481	SAMEA7392310	Saccharum hybrid cultivar F36-819	Illumina HiSeq 2500	PASS		ok	direct	27144902.0	9189249.0	2741635102.0	10157842.0	2701430717.0	33.8526	1.4664	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	27144902	52.5	101.0	40.2421	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	27083464	53.0	99.468	40.2746	99.7737	1.10.3	ISR	166.92577033934094	60.314190036903945	13541732	11775497	86.95709677314541	784672	56136	294803		5.7945	ISR	1.0	0.0	11775497	11775497	11322003	529488	0	11322003	0	0	0	0	0	0	0	230519	298969	0	190973	115871	0.60674	90927	0.476125	76247	0.399255	294803	137182	0.465334	105930	0.359325	86853	0.294614	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677106	ERX4598730	PRJEB40481	SAMEA7392311	Saccharum hybrid cultivar F36-819	Illumina HiSeq 2500	PASS		ok	direct	27063372.0	9114359.0	2733400572.0	10968952.0	2692570550.0	33.6778	1.4937	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	27063372	52.5	101.0	40.041	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	26993674	53.0	99.4585	40.0931	99.7425	1.10.3	ISR	166.9562970009458	60.215419408265014	13496837	11734797	86.94479306521966	782849	56002	294803		5.8002	ISR	1.0	0.0	11734797	11734797	11276663	532623	0	11276663	0	0	0	0	0	0	0	230191	302432	0	190973	115903	0.606908	91030	0.476664	76260	0.399323	294803	137315	0.465786	106214	0.360288	87010	0.295146	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677107	ERX4598731	PRJEB40481	SAMEA7392312	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	22269720.0	7954182.0	2249241720.0	9714861.0	2213231802.0	35.7175	1.601	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	22269720	50.5	101.0	34.5949	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	22191968	51.0	99.4002	34.6578	99.6509	1.10.3	ISR	164.94899794537872	59.642101270306675	11095984	9649620	86.96497759910253	643354	43460	294803		5.7981	ISR	1.0	0.0	9649620	9649620	9293309	424111	0	9293309	0	0	0	0	0	0	0	181238	242873	0	190973	116624	0.610683	99994	0.523603	87462	0.457981	294803	139565	0.473418	117616	0.398965	100120	0.339617	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677108	ERX4598732	PRJEB40481	SAMEA7392313	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	22158584.0	7949829.0	2238016984.0	9262597.0	2202601241.0	35.877	1.5825	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	22158584	50.5	101.0	34.5569	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	22091468	51.0	99.3982	34.597	99.6971	1.10.3	ISR	165.19940389015508	59.78207502685336	11045734	9608516	86.98847899107474	639304	42995	294803		5.7878	ISR	1.0	0.0	9608516	9608516	9257328	419983	0	9257328	0	0	0	0	0	0	0	180929	239054	0	190973	116645	0.610793	100038	0.523833	87456	0.45795	294803	139524	0.473279	117659	0.399111	100039	0.339342	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677109	ERX4598733	PRJEB40481	SAMEA7392314	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	22100788.0	7887775.0	2232179588.0	9907499.0	2196260747.0	35.69	1.6091	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	22100788	50.5	101.0	34.805	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	22025482	51.0	99.3911	34.8707	99.6593	1.10.3	ISR	165.39588414437432	59.92180520379612	11012741	9578300	86.97471410614305	637801	42719	294803		5.7915	ISR	1.0	0.0	9578300	9578300	9223997	421630	0	9223997	0	0	0	0	0	0	0	179240	242390	0	190973	116438	0.609709	99956	0.523404	87374	0.45752	294803	139452	0.473035	117667	0.399138	100022	0.339284	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677110	ERX4598734	PRJEB40481	SAMEA7392315	Saccharum hybrid cultivar F36-819	Illumina HiSeq 2500	PASS		ok	direct	21286984.0	7543832.0	2149985384.0	6751329.0	2118220412.0	35.4387	1.4775	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21286984	50.5	101.0	35.6096	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21250148	51.0	99.4169	35.659	99.827	1.10.3	ISR	164.33377245945675	58.701694487588405	10625074	9202968	86.61556615982157	573457	32767	294803		5.3972	ISR	1.0	0.0	9202968	9202968	8827226	443042	0	8827226	0	0	0	0	0	0	0	200385	242657	0	190973	108076	0.565923	89889	0.47069	77106	0.403753	294803	127639	0.432964	104625	0.354898	87810	0.29786	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677111	ERX4598735	PRJEB40481	SAMEA7392316	Saccharum hybrid cultivar F36-819	Illumina HiSeq 2500	PASS		ok	direct	21168832.0	7502442.0	2138052032.0	6529768.0	2106652823.0	35.441	1.4686	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21168832	51.0	101.0	35.5192	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21134504	51.0	99.4201	35.5527	99.8378	1.10.3	ISR	164.35388628201346	58.725927146824816	10567252	9154522	86.6310560209977	572112	32551	294803		5.414	ISR	1.0	0.0	9154522	9154522	8781176	441851	0	8781176	0	0	0	0	0	0	0	198757	243094	0	190973	107986	0.565452	89744	0.46993	77086	0.403649	294803	127632	0.43294	104588	0.354773	87909	0.298196	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677112	ERX4598736	PRJEB40481	SAMEA7392317	Saccharum hybrid cultivar F36-819	Illumina HiSeq 2500	PASS		ok	direct	21140324.0	7469376.0	2135172724.0	7077959.0	2103340062.0	35.3324	1.4909	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21140324	50.5	101.0	35.466	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21101012	51.0	99.4125	35.5061	99.814	1.10.3	ISR	164.56757537583167	58.786216876058205	10550506	9139980	86.63072652629172	570757	32189	294803		5.4098	ISR	1.0	0.0	9139980	9139980	8764155	442716	0	8764155	0	0	0	0	0	0	0	197742	244974	0	190973	107823	0.564598	89616	0.46926	77011	0.403256	294803	127270	0.431712	104279	0.353724	87724	0.297568	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677113	ERX4598737	PRJEB40481	SAMEA7392318	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	21511500.0	7143670.0	2172661500.0	6402520.0	2148844310.0	33.2086	1.0962	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21511500	50.5	101.0	36.0692	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21483580	50.5	99.7808	36.0819	99.8702	1.10.3	ISR	176.8928217528794	60.74104092936723	10741790	9308937	86.66094757019081	640404	28010	294803		5.9618	ISR	1.0	0.0	9308937	9308937	9204531	108160	0	9204531	0	0	0	0	0	0	0	38145	70015	0	190973	117836	0.61703	98979	0.518288	85806	0.44931	294803	141925	0.481423	117120	0.397282	98709	0.33483	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677114	ERX4598738	PRJEB40481	SAMEA7392319	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	21422040.0	7114515.0	2163626040.0	6319277.0	2139932497.0	33.2112	1.0951	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21422040	50.5	101.0	36.0831	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21395026	50.5	99.7789	36.0874	99.8739	1.10.3	ISR	176.84869260403528	60.827779331360695	10697513	9271160	86.66649902645597	637456	27466	294803		5.9589	ISR	1.0	0.0	9271160	9271160	9166453	108531	0	9166453	0	0	0	0	0	0	0	37519	71012	0	190973	117683	0.616228	99052	0.51867	85527	0.447849	294803	141565	0.480202	117098	0.397208	98360	0.333647	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677115	ERX4598739	PRJEB40481	SAMEA7392320	Saccharum hybrid cultivar R570	Illumina HiSeq 2500	PASS		ok	direct	21366798.0	7074701.0	2158046598.0	6815737.0	2133948924.0	33.1107	1.1166	4.9	PAIRED	2	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21366798	50.5	101.0	36.0863	101.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	21335412	50.5	99.7705	36.0917	99.8531	1.10.3	ISR	177.023016462484	61.04680324054218	10667706	9246134	86.67406094618656	635123	27378	294803		5.9537	ISR	1.0	0.0	9246134	9246134	9138111	111830	0	9138111	0	0	0	0	0	0	0	38485	73345	0	190973	117891	0.617318	99062	0.518723	85614	0.448304	294803	141738	0.480789	117111	0.397252	98417	0.33384	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
ERR4677116	ERX4598740	PRJEB40481	SAMEA7392321	Saccharum spontaneum	Illumina HiSeq 2500	PASS		ok	direct	24052660.0	8467371.0	2429318660.0	8231427.0	2391106273.0	35.2035	1.573	4.9	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	24052660	51.5	101.0	39.1651	101.0	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	24002562	51.5	99.3435	39.2065	99.7917	1.10.3	ISR	163.50995964417274	59.61359422098356	12001281	10262914	85.51515459058079	684037	45004	294803		5.6997	ISR	1.0	0.0	10262914	10262914	9779179	540313	0	9779179	0	0	0	0	0	0	0	241932	298381	0	190973	101505	0.531515	79217	0.414807	66079	0.346012	294803	118118	0.400668	90871	0.308243	74370	0.25227	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0009047
